"","Group_Id","Prolific_Id","Subject_Id","Role_Id","Task_Nr","Trial_Nr","Trial_Id","Input","rt_listener","rt_speaker","condition","category","success","selection1","selection2","selection3","difficulty_answer_listener","difficulty_answer_speaker","easiness_answer_listener","easiness_answer_speaker","need_for_discussion_listener","need_for_discussion_speaker","Completed","Age","Gender","Language","Location","Start_Time","End_Time"
"28","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,6,2,"Crafts",12224,NA,"Abstract","Craft",TRUE,"target2","target3","target1",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"29","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,7,16,"Fruits",8855,NA,"Concrete","Fruit",TRUE,"target1","target3","target2",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"30","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,8,10,"time",45893,NA,"Abstract","Time",TRUE,"target3","target2","target1",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"31","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,9,8,"shapes",31473,NA,"Abstract","Shape",TRUE,"target1","target2","target3",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"32","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,10,12,"Buildings",25972,NA,"Concrete","Building",FALSE,"target3","target2","distractor1",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"33","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,11,3,"emotions",6923,NA,"Abstract","Emotion",TRUE,"target1","target2","target3",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"34","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,12,13,"Clothing",10021,NA,"Concrete","Clothing",FALSE,"distractor1","target3","target1",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"35","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,13,15,"Food",12998,NA,"Concrete","Food",FALSE,"distractor1","target3","target1",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"36","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,14,11,"animals",7809,NA,"Concrete","Animal",TRUE,"target3","target2","target1",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"37","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,15,19,"tools",19526,NA,"Concrete","Tool",TRUE,"target1","target3","target2",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"38","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,16,1,"Communication",7417,NA,"Abstract","Communication",TRUE,"target1","target2","target3",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"39","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,17,20,"Vehicles",8771,NA,"Concrete","Vehicle",TRUE,"target2","target1","target3",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"40","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,18,7,"Religion",7135,NA,"Abstract","Religion",TRUE,"target3","target1","target2",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"41","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,19,14,"Beverages",17855,NA,"Concrete","Drink",FALSE,"target2","target3","distractor2",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"42","tintcrj","67b96ecf0e4475435cbb8439",6,2,3,20,18,"Plants",12821,NA,"Concrete","Plant",FALSE,"target2","target1","distractor1",NA,NA,NA,NA,NA,NA,TRUE,25,"male","en","US",2025-03-07 16:03:05.869,2025-03-07 16:29:32.359
"43","n444thq","5efe7ad27d413c3869386ef7",12,1,3,1,9,"sports",NA,3353,"Abstract","Sport",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"44","n444thq","5efe7ad27d413c3869386ef7",12,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The grid that was stating church, hospital and cottage.",NA,"All the others I felt like were very easy.",NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"45","n444thq","5efe7ad27d413c3869386ef7",12,1,3,2,19,"tools",NA,3283,"Concrete","Tool",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"46","n444thq","5efe7ad27d413c3869386ef7",12,1,3,3,8,"shapes",NA,2039,"Abstract","Shape",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"47","n444thq","5efe7ad27d413c3869386ef7",12,1,3,4,14,"ingredients",NA,2217,"Concrete","Drink",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"48","n444thq","5efe7ad27d413c3869386ef7",12,1,3,5,10,"times",NA,1993,"Abstract","Time",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"49","n444thq","5efe7ad27d413c3869386ef7",12,1,3,6,7,"religions",NA,2442,"Abstract","Religion",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"50","n444thq","5efe7ad27d413c3869386ef7",12,1,3,7,1,"discussions",NA,4567,"Abstract","Communication",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"51","n444thq","5efe7ad27d413c3869386ef7",12,1,3,8,5,"measurements",NA,2044,"Abstract","Quantity",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"52","n444thq","5efe7ad27d413c3869386ef7",12,1,3,9,11,"animal bug",NA,5413,"Concrete","Animal",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"53","n444thq","5efe7ad27d413c3869386ef7",12,1,3,10,20,"transportation",NA,6263,"Concrete","Vehicle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"54","n444thq","5efe7ad27d413c3869386ef7",12,1,3,11,12,"places",NA,11590,"Concrete","Building",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"55","n444thq","5efe7ad27d413c3869386ef7",12,1,3,12,13,"clothing",NA,1960,"Concrete","Clothing",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"56","n444thq","5efe7ad27d413c3869386ef7",12,1,3,13,17,"furniture",NA,2858,"Concrete","Furniture",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"57","n444thq","5efe7ad27d413c3869386ef7",12,1,3,14,16,"fruits",NA,4286,"Concrete","Fruit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"58","n444thq","5efe7ad27d413c3869386ef7",12,1,3,15,18,"plants",NA,2416,"Concrete","Plant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"59","n444thq","5efe7ad27d413c3869386ef7",12,1,3,16,2,"hobbies or jobs",NA,4906,"Abstract","Craft",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"60","n444thq","5efe7ad27d413c3869386ef7",12,1,3,17,4,"professions",NA,2159,"Abstract","Profession",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"61","n444thq","5efe7ad27d413c3869386ef7",12,1,3,18,3,"emotions",NA,1599,"Abstract","Emotion",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"62","n444thq","5efe7ad27d413c3869386ef7",12,1,3,19,15,"food",NA,2584,"Concrete","Food",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"63","n444thq","5efe7ad27d413c3869386ef7",12,1,3,20,6,"relationships",NA,2595,"Abstract","Relationship",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,"female","en","US",2025-03-07 16:47:53.454,2025-03-07 16:57:29.793
"64","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,1,9,"sports",8986,NA,"Abstract","Sport",TRUE,"target1","target2","target3",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"65","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",NA,"all",NA,"none",NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"66","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,2,19,"tools",5277,NA,"Concrete","Tool",TRUE,"target1","target2","target3",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"67","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,3,8,"shapes",4394,NA,"Abstract","Shape",TRUE,"target3","target1","target2",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"68","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,4,14,"ingredients",4846,NA,"Concrete","Drink",FALSE,"distractor2","target3","distractor1",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"69","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,5,10,"times",3797,NA,"Abstract","Time",TRUE,"target1","target2","target3",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"70","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,6,7,"religions",6367,NA,"Abstract","Religion",TRUE,"target3","target1","target2",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"71","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,7,1,"discussions",5774,NA,"Abstract","Communication",TRUE,"target3","target1","target2",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"72","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,8,5,"measurements",11125,NA,"Abstract","Quantity",FALSE,"distractor1","target1","distractor2",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"73","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,9,11,"animal bug",9868,NA,"Concrete","Animal",TRUE,"target3","target1","target2",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"74","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,10,20,"transportation",8878,NA,"Concrete","Vehicle",TRUE,"target2","target3","target1",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"75","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,11,12,"places",6062,NA,"Concrete","Building",TRUE,"target2","target1","target3",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"76","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,12,13,"clothing",4867,NA,"Concrete","Clothing",TRUE,"target2","target1","target3",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"77","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,13,17,"furniture",8841,NA,"Concrete","Furniture",TRUE,"target3","target2","target1",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"78","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,14,16,"fruits",4875,NA,"Concrete","Fruit",TRUE,"target1","target3","target2",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"79","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,15,18,"plants",5594,NA,"Concrete","Plant",TRUE,"target1","target2","target3",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"80","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,16,2,"hobbies or jobs",5003,NA,"Abstract","Craft",TRUE,"target1","target2","target3",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"81","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,17,4,"professions",4168,NA,"Abstract","Profession",TRUE,"target1","target3","target2",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"82","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,18,3,"emotions",5876,NA,"Abstract","Emotion",TRUE,"target2","target3","target1",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"83","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,19,15,"food",4723,NA,"Concrete","Food",TRUE,"target2","target1","target3",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"84","n444thq","663fa2cd4f6b74bb4d6ef21b",13,2,3,20,6,"relationships",4706,NA,"Abstract","Relationship",TRUE,"target2","target3","target1",NA,NA,NA,NA,NA,NA,TRUE,28,"female","en","US",2025-03-07 16:49:36.686,2025-03-07 16:56:59.923
"85","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,1,1,"speech",8638,NA,"Abstract","Communication",TRUE,"target2","target1","target3",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"86","djblnb7","60fd83ff5af11073b7d1ed62",15,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wheels",NA,"Fruit",NA,"Wheels",NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"87","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,2,2,"handwork",12926,NA,"Abstract","Craft",TRUE,"target3","target2","target1",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"88","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,3,9,"Sport",9906,NA,"Abstract","Sport",TRUE,"target1","target3","target2",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"89","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,4,12,"Building",10019,NA,"Concrete","Building",FALSE,"target2","target3","distractor1",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"90","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,5,11,"Animal",5004,NA,"Concrete","Animal",TRUE,"target3","target1","target2",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"91","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,6,3,"Emotions",3247,NA,"Abstract","Emotion",TRUE,"target2","target1","target3",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"92","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,7,10,"Time",3571,NA,"Abstract","Time",TRUE,"target3","target1","target2",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"93","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,8,17,"Furniture",9310,NA,"Concrete","Furniture",TRUE,"target3","target2","target1",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"94","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,9,5,"Music",23045,NA,"Abstract","Quantity",FALSE,"target1","unrelated4","target2",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"95","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,10,20,"Wheels",6283,NA,"Concrete","Vehicle",FALSE,"distractor2","target1","target2",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"96","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,11,6,"Relationship",5826,NA,"Abstract","Relationship",TRUE,"target2","target3","target1",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"97","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,12,8,"Shapes",4448,NA,"Abstract","Shape",TRUE,"target1","target2","target3",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"98","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,13,19,"Tools",5411,NA,"Concrete","Tool",TRUE,"target1","target2","target3",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"99","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,14,4,"Occupation",7684,NA,"Abstract","Profession",TRUE,"target3","target1","target2",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"100","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,15,14,"Food",10975,NA,"Concrete","Drink",FALSE,"target3","distractor1","target1",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
"101","djblnb7","60fd83ff5af11073b7d1ed62",15,2,3,16,18,"Green plant",16405,NA,"Concrete","Plant",TRUE,"target2","target1","target3",NA,NA,NA,NA,NA,NA,TRUE,24,"female","en","US",2025-03-07 16:59:57.47,2025-03-07 17:10:04
